stress_axis,stress_level,method,seed,rows,task_success,hidden_mechanism_f1,false_abstention,unsafe_action,repair_precision,calibration_error,bloat_index,probe_efficiency,intervention_cost,oracle_regret,deployment_risk,robust_utility
actuator_saturation,0.8,robust_mpc_fallback,6,120,0.55000,0.20455,0.04167,0.06667,0.00000,0.22044,0.52438,0.33333,0.03465,0.09919,0.26362,0.24537
actuator_saturation,0.8,robust_mpc_fallback,7,120,0.66667,0.08989,0.04167,0.07500,0.00000,0.21765,0.53960,0.50000,0.03323,0.10175,0.26753,0.34665
actuator_saturation,0.8,robust_mpc_fallback,8,120,0.59167,0.17582,0.05833,0.07500,0.00000,0.21933,0.52767,0.00000,0.03582,0.10657,0.26629,0.26450
actuator_saturation,0.8,robust_mpc_fallback,9,120,0.55833,0.17978,0.07500,0.08333,0.00000,0.22281,0.52967,0.00000,0.03707,0.12266,0.26503,0.20505
actuator_saturation,1.0,active_probe_then_plan,0,120,0.46667,0.62857,0.06667,0.25000,0.48276,0.11487,0.32998,0.60976,0.07558,0.14567,0.29568,-0.05797
actuator_saturation,1.0,active_probe_then_plan,1,120,0.51667,0.60741,0.07500,0.14167,0.24242,0.11507,0.33273,0.48889,0.07992,0.12886,0.29417,0.12911
actuator_saturation,1.0,active_probe_then_plan,2,120,0.44167,0.70064,0.08333,0.25000,0.41176,0.11173,0.33231,0.53488,0.08092,0.16749,0.30668,-0.10264
actuator_saturation,1.0,active_probe_then_plan,3,120,0.56667,0.57746,0.06667,0.13333,0.41463,0.11290,0.32990,0.57778,0.08325,0.12384,0.29411,0.19526
actuator_saturation,1.0,active_probe_then_plan,4,120,0.57500,0.57600,0.05833,0.17500,0.27027,0.11674,0.32859,0.51220,0.07758,0.12323,0.28912,0.15772
actuator_saturation,1.0,active_probe_then_plan,5,120,0.47500,0.51852,0.04167,0.24167,0.35294,0.11212,0.34134,0.56522,0.08050,0.13528,0.29775,-0.02805
actuator_saturation,1.0,active_probe_then_plan,6,120,0.52500,0.62857,0.03333,0.20000,0.41304,0.11300,0.31633,0.61702,0.08592,0.11322,0.28285,0.09299
actuator_saturation,1.0,active_probe_then_plan,7,120,0.51667,0.64865,0.06667,0.18333,0.40625,0.11181,0.32518,0.69767,0.07992,0.15364,0.29839,0.07174
actuator_saturation,1.0,active_probe_then_plan,8,120,0.45833,0.62319,0.09167,0.26667,0.44118,0.11805,0.32583,0.67500,0.07867,0.15674,0.28946,-0.10319
actuator_saturation,1.0,active_probe_then_plan,9,120,0.50833,0.63768,0.09167,0.22500,0.35294,0.11699,0.32592,0.67925,0.08842,0.14372,0.28582,0.00161
actuator_saturation,1.0,conformal_risk_gate,0,120,0.26667,0.26531,0.39167,0.16667,1.00000,0.30644,0.78185,0.33333,0.06062,0.39921,0.38355,-0.53588
actuator_saturation,1.0,conformal_risk_gate,1,120,0.32500,0.16471,0.39167,0.06667,0.00000,0.31332,0.78138,0.00000,0.05387,0.35685,0.37912,-0.33119
actuator_saturation,1.0,conformal_risk_gate,2,120,0.23333,0.25455,0.39167,0.06667,0.00000,0.30388,0.79614,0.00000,0.06053,0.41938,0.39690,-0.45726
actuator_saturation,1.0,conformal_risk_gate,3,120,0.25833,0.26000,0.44167,0.09167,0.20000,0.31054,0.78746,0.50000,0.06320,0.40460,0.38854,-0.47778
actuator_saturation,1.0,conformal_risk_gate,4,120,0.33333,0.22222,0.41667,0.09167,0.66667,0.31438,0.76996,0.50000,0.06087,0.37687,0.36921,-0.37341
actuator_saturation,1.0,conformal_risk_gate,5,120,0.30000,0.31683,0.38333,0.07500,0.25000,0.30717,0.77080,0.00000,0.06003,0.37854,0.38165,-0.37163
actuator_saturation,1.0,conformal_risk_gate,6,120,0.28333,0.23404,0.42500,0.11667,0.20000,0.31111,0.77852,0.00000,0.06037,0.39227,0.38035,-0.46758
actuator_saturation,1.0,conformal_risk_gate,7,120,0.28333,0.34862,0.43333,0.07500,1.00000,0.30876,0.77749,0.00000,0.06037,0.40702,0.38605,-0.42559
actuator_saturation,1.0,conformal_risk_gate,8,120,0.24167,0.30928,0.36667,0.17500,0.00000,0.31175,0.77420,0.00000,0.05745,0.37845,0.38196,-0.54755
actuator_saturation,1.0,conformal_risk_gate,9,120,0.32500,0.20690,0.30833,0.08333,0.00000,0.30715,0.76631,0.33333,0.05412,0.33361,0.37281,-0.29993
actuator_saturation,1.0,ensemble_variance_gate,0,120,0.29167,0.49123,0.20000,0.15833,0.20000,0.26569,0.60476,0.25000,0.04410,0.26585,0.37938,-0.29933
actuator_saturation,1.0,ensemble_variance_gate,1,120,0.45000,0.40777,0.20833,0.14167,0.28571,0.27140,0.60900,0.50000,0.04493,0.26437,0.37550,-0.12470
actuator_saturation,1.0,ensemble_variance_gate,2,120,0.35000,0.35000,0.25833,0.14167,0.33333,0.26800,0.63345,0.25000,0.04710,0.30671,0.39729,-0.27379
actuator_saturation,1.0,ensemble_variance_gate,3,120,0.34167,0.38938,0.24167,0.20000,0.50000,0.26972,0.61757,0.20000,0.04968,0.30764,0.38345,-0.34434
actuator_saturation,1.0,ensemble_variance_gate,4,120,0.43333,0.50467,0.16667,0.19167,0.14286,0.27052,0.58901,0.50000,0.04243,0.23510,0.36265,-0.16555
actuator_saturation,1.0,ensemble_variance_gate,5,120,0.39167,0.38182,0.25833,0.16667,0.50000,0.27441,0.61622,0.42857,0.05085,0.29172,0.38007,-0.25300
actuator_saturation,1.0,ensemble_variance_gate,6,120,0.40833,0.44037,0.18333,0.15833,0.26667,0.26739,0.60012,0.28571,0.05068,0.24930,0.37495,-0.16852
actuator_saturation,1.0,ensemble_variance_gate,7,120,0.39167,0.41026,0.20000,0.16667,0.25000,0.26669,0.61334,0.66667,0.04618,0.27650,0.38575,-0.21761
actuator_saturation,1.0,ensemble_variance_gate,8,120,0.40000,0.41121,0.20000,0.15833,0.16667,0.27085,0.60642,0.50000,0.04510,0.27490,0.37691,-0.19585
actuator_saturation,1.0,ensemble_variance_gate,9,120,0.31667,0.45283,0.30833,0.15833,0.25000,0.27817,0.61138,0.50000,0.05093,0.30974,0.37038,-0.34687
actuator_saturation,1.0,mechanics_gap_auditor_v5,0,120,0.52500,0.70886,0.09167,0.16667,0.31373,0.12080,0.33461,0.68000,0.07705,0.13892,0.28001,0.09455
actuator_saturation,1.0,mechanics_gap_auditor_v5,1,120,0.42500,0.70000,0.12500,0.21667,0.31915,0.11737,0.34071,0.68000,0.07772,0.15747,0.27464,-0.09321
actuator_saturation,1.0,mechanics_gap_auditor_v5,2,120,0.50833,0.69091,0.05833,0.15833,0.54348,0.10856,0.33460,0.72727,0.07230,0.14045,0.27714,0.10414
actuator_saturation,1.0,mechanics_gap_auditor_v5,3,120,0.45833,0.65359,0.10000,0.20833,0.36111,0.11526,0.34914,0.66667,0.06947,0.15304,0.28220,-0.03594
actuator_saturation,1.0,mechanics_gap_auditor_v5,4,120,0.57500,0.60000,0.11667,0.15833,0.37838,0.12012,0.34177,0.65217,0.06988,0.14212,0.26540,0.14257
actuator_saturation,1.0,mechanics_gap_auditor_v5,5,120,0.53333,0.55882,0.08333,0.14167,0.44444,0.11734,0.35398,0.59259,0.07172,0.14129,0.28242,0.13311
actuator_saturation,1.0,mechanics_gap_auditor_v5,6,120,0.48333,0.66667,0.09167,0.20833,0.34043,0.11570,0.33502,0.71429,0.07730,0.13640,0.27184,0.00175
actuator_saturation,1.0,mechanics_gap_auditor_v5,7,120,0.53333,0.62069,0.11667,0.15833,0.40000,0.11467,0.35603,0.56522,0.07338,0.16253,0.28634,0.08661
actuator_saturation,1.0,mechanics_gap_auditor_v5,8,120,0.47500,0.61429,0.07500,0.17500,0.33333,0.11724,0.34539,0.77273,0.06963,0.13655,0.28168,0.04206
actuator_saturation,1.0,mechanics_gap_auditor_v5,9,120,0.54167,0.57353,0.04167,0.16667,0.40000,0.11700,0.33888,0.59259,0.07472,0.10185,0.26469,0.14996
actuator_saturation,1.0,oracle_mechanics_repair,0,120,0.55833,0.76243,0.02500,0.14167,0.41667,0.09637,0.12610,1.00000,0.08477,0.07999,0.19572,0.27157
actuator_saturation,1.0,oracle_mechanics_repair,1,120,0.56667,0.70115,0.05000,0.12500,0.44186,0.09830,0.13501,1.00000,0.08902,0.09352,0.18791,0.27954
actuator_saturation,1.0,oracle_mechanics_repair,2,120,0.65833,0.83249,0.05000,0.12500,0.61957,0.10413,0.11042,1.00000,0.09452,0.07926,0.17762,0.38275
actuator_saturation,1.0,oracle_mechanics_repair,3,120,0.56667,0.80000,0.05000,0.07500,0.54444,0.10375,0.11026,1.00000,0.08985,0.06893,0.17863,0.35977
actuator_saturation,1.0,oracle_mechanics_repair,4,120,0.63333,0.76571,0.04167,0.13333,0.45055,0.09853,0.11628,1.00000,0.09118,0.06626,0.17623,0.35636
actuator_saturation,1.0,oracle_mechanics_repair,5,120,0.64167,0.78075,0.05833,0.14167,0.54255,0.10366,0.10935,0.96552,0.10002,0.07501,0.17668,0.34195
actuator_saturation,1.0,oracle_mechanics_repair,6,120,0.64167,0.77174,0.04167,0.15000,0.45977,0.09372,0.12199,1.00000,0.09127,0.08789,0.18490,0.33250
actuator_saturation,1.0,oracle_mechanics_repair,7,120,0.56667,0.80214,0.06667,0.11667,0.48810,0.10025,0.12360,1.00000,0.08668,0.09230,0.19120,0.28695
actuator_saturation,1.0,oracle_mechanics_repair,8,120,0.73333,0.76404,0.06667,0.10000,0.45349,0.09895,0.12629,1.00000,0.08677,0.09472,0.18764,0.47258
actuator_saturation,1.0,oracle_mechanics_repair,9,120,0.60833,0.73446,0.07500,0.12500,0.43023,0.09861,0.12807,0.94444,0.08977,0.09437,0.18271,0.31128
actuator_saturation,1.0,residual_dynamics_repair,0,120,0.44167,0.53125,0.06667,0.21667,0.40476,0.14788,0.41076,0.66667,0.05540,0.14223,0.30451,-0.05591
actuator_saturation,1.0,residual_dynamics_repair,1,120,0.47500,0.62016,0.10833,0.17500,0.30000,0.15260,0.40292,0.38462,0.06298,0.15624,0.30051,0.00422
actuator_saturation,1.0,residual_dynamics_repair,2,120,0.49167,0.51852,0.05000,0.17500,0.34375,0.13914,0.42505,0.42857,0.05573,0.14788,0.32085,0.04702
actuator_saturation,1.0,residual_dynamics_repair,3,120,0.55000,0.50000,0.08333,0.20833,0.36585,0.14567,0.41173,0.55556,0.05848,0.15478,0.30841,0.04843
actuator_saturation,1.0,residual_dynamics_repair,4,120,0.59167,0.58537,0.07500,0.18333,0.25641,0.15247,0.39640,0.53846,0.05915,0.12829,0.29659,0.14110
actuator_saturation,1.0,residual_dynamics_repair,5,120,0.47500,0.51515,0.08333,0.20833,0.34211,0.14828,0.41539,0.70000,0.05907,0.16343,0.30785,-0.03167
actuator_saturation,1.0,residual_dynamics_repair,6,120,0.45000,0.49587,0.10000,0.21667,0.35897,0.14861,0.41710,0.77778,0.06015,0.16937,0.30329,-0.07808
actuator_saturation,1.0,residual_dynamics_repair,7,120,0.50833,0.51515,0.07500,0.21667,0.27083,0.14237,0.41896,0.46154,0.06365,0.14684,0.31107,-0.00000
actuator_saturation,1.0,residual_dynamics_repair,8,120,0.45000,0.62500,0.06667,0.15833,0.32609,0.14921,0.39799,0.30769,0.06332,0.13513,0.30188,0.02957
actuator_saturation,1.0,residual_dynamics_repair,9,120,0.54167,0.50420,0.10000,0.15000,0.26667,0.14856,0.41715,0.45455,0.05848,0.16968,0.30500,0.09730
actuator_saturation,1.0,robust_mpc_fallback,0,120,0.55000,0.25532,0.06667,0.07500,0.33333,0.21672,0.52322,0.00000,0.03740,0.12145,0.27012,0.21313
actuator_saturation,1.0,robust_mpc_fallback,1,120,0.56667,0.18824,0.04167,0.10833,0.25000,0.21843,0.52308,1.00000,0.03448,0.09960,0.26265,0.21018
actuator_saturation,1.0,robust_mpc_fallback,2,120,0.51667,0.15534,0.07500,0.10000,0.20000,0.21323,0.54152,0.00000,0.03832,0.13772,0.27934,0.13206
actuator_saturation,1.0,robust_mpc_fallback,3,120,0.53333,0.08989,0.07500,0.08333,0.00000,0.21682,0.53647,0.00000,0.03507,0.12853,0.27107,0.17614
actuator_saturation,1.0,robust_mpc_fallback,4,120,0.59167,0.08108,0.05000,0.12500,0.00000,0.22447,0.52285,0.00000,0.03432,0.10721,0.26033,0.20729
actuator_saturation,1.0,robust_mpc_fallback,5,120,0.55833,0.15730,0.06667,0.11667,0.25000,0.21692,0.52958,0.50000,0.03923,0.13429,0.27033,0.16123
actuator_saturation,1.0,robust_mpc_fallback,6,120,0.55000,0.22472,0.06667,0.13333,1.00000,0.21858,0.52273,0.00000,0.03707,0.12675,0.26537,0.13807
actuator_saturation,1.0,robust_mpc_fallback,7,120,0.67500,0.20833,0.09167,0.05833,0.25000,0.21676,0.53057,0.00000,0.04215,0.13278,0.27273,0.33903
actuator_saturation,1.0,robust_mpc_fallback,8,120,0.54167,0.14118,0.04167,0.10833,1.00000,0.21660,0.52369,0.00000,0.03223,0.10324,0.26707,0.18409
actuator_saturation,1.0,robust_mpc_fallback,9,120,0.60000,0.14815,0.05833,0.09167,0.00000,0.22242,0.52166,0.33333,0.03798,0.10911,0.26298,0.25185
combined,0.0,active_probe_then_plan,0,120,0.60833,0.55224,0.05833,0.18333,0.40000,0.10961,0.32737,0.63043,0.07967,0.10425,0.27261,0.18885
combined,0.0,active_probe_then_plan,1,120,0.59167,0.61314,0.05000,0.15000,0.41304,0.11402,0.31359,0.60000,0.08375,0.09100,0.26931,0.22611
combined,0.0,active_probe_then_plan,2,120,0.56667,0.56738,0.03333,0.24167,0.33333,0.10887,0.33839,0.48936,0.07892,0.10276,0.28400,0.08334
combined,0.0,active_probe_then_plan,3,120,0.56667,0.60150,0.08333,0.12500,0.40476,0.11597,0.32908,0.53846,0.07992,0.11039,0.27632,0.20553
combined,0.0,active_probe_then_plan,4,120,0.56667,0.62774,0.04167,0.24167,0.32258,0.11063,0.33401,0.65789,0.07033,0.10554,0.28204,0.08231
combined,0.0,active_probe_then_plan,5,120,0.68333,0.57143,0.05000,0.15833,0.45946,0.11345,0.32324,0.50000,0.08000,0.08988,0.26899,0.30637
combined,0.0,active_probe_then_plan,6,120,0.59167,0.63768,0.05833,0.15833,0.47059,0.11271,0.31484,0.62222,0.08692,0.09808,0.27000,0.20740
combined,0.0,active_probe_then_plan,7,120,0.45833,0.67133,0.08333,0.18333,0.21429,0.11587,0.32565,0.66667,0.07317,0.13062,0.28458,0.01829
combined,0.0,active_probe_then_plan,8,120,0.56667,0.55319,0.06667,0.18333,0.38095,0.11529,0.33666,0.62500,0.07933,0.11267,0.28255,0.13715
combined,0.0,active_probe_then_plan,9,120,0.60833,0.67568,0.05833,0.23333,0.32258,0.11310,0.32793,0.66667,0.08658,0.11386,0.28446,0.11965
combined,0.0,conformal_risk_gate,0,120,0.29167,0.31111,0.45833,0.07500,0.00000,0.32196,0.77465,0.00000,0.06037,0.37286,0.36783,-0.41234
combined,0.0,conformal_risk_gate,1,120,0.34167,0.20000,0.45000,0.09167,0.00000,0.32355,0.78266,0.50000,0.05970,0.36909,0.36831,-0.37976
combined,0.0,conformal_risk_gate,2,120,0.36667,0.20408,0.46667,0.05000,1.00000,0.32250,0.79198,1.00000,0.05978,0.38353,0.37665,-0.31931
combined,0.0,conformal_risk_gate,3,120,0.34167,0.30928,0.44167,0.06667,0.00000,0.32136,0.77630,0.40000,0.06345,0.36730,0.36913,-0.34337
combined,0.0,conformal_risk_gate,4,120,0.35833,0.34000,0.45000,0.06667,0.00000,0.32039,0.77474,0.33333,0.06095,0.37020,0.37220,-0.33052
combined,0.0,conformal_risk_gate,5,120,0.33333,0.29213,0.39167,0.10833,0.33333,0.31812,0.76183,0.00000,0.05628,0.33378,0.36195,-0.35986
combined,0.0,conformal_risk_gate,6,120,0.26667,0.17978,0.47500,0.05833,0.00000,0.32440,0.79000,0.00000,0.06062,0.39153,0.37692,-0.43679
combined,0.0,conformal_risk_gate,7,120,0.30833,0.29787,0.49167,0.06667,0.33333,0.32293,0.78000,0.75000,0.06503,0.39134,0.36966,-0.41156
combined,0.0,conformal_risk_gate,8,120,0.25000,0.26263,0.54167,0.07500,0.00000,0.32770,0.79486,0.50000,0.06870,0.43193,0.38011,-0.52641
combined,0.0,conformal_risk_gate,9,120,0.30833,0.26263,0.43333,0.05833,0.00000,0.31721,0.78732,0.00000,0.05803,0.36989,0.37433,-0.36505
combined,0.0,ensemble_variance_gate,0,120,0.35833,0.40777,0.30833,0.15833,0.00000,0.28860,0.61696,0.66667,0.05018,0.30013,0.36759,-0.30220
combined,0.0,ensemble_variance_gate,1,120,0.38333,0.37113,0.27500,0.10833,0.33333,0.28600,0.61561,0.00000,0.04635,0.26905,0.36543,-0.18411
combined,0.0,ensemble_variance_gate,2,120,0.37500,0.31193,0.24167,0.15000,0.33333,0.27984,0.62320,0.00000,0.04743,0.26177,0.37256,-0.22872
combined,0.0,ensemble_variance_gate,3,120,0.43333,0.41509,0.26667,0.13333,0.30000,0.28119,0.60816,0.50000,0.04910,0.27335,0.36586,-0.16234
combined,0.0,ensemble_variance_gate,4,120,0.40833,0.37383,0.22500,0.15833,0.40000,0.27927,0.61118,0.50000,0.04260,0.25005,0.36495,-0.18812
combined,0.0,ensemble_variance_gate,5,120,0.40833,0.29787,0.26667,0.11667,0.00000,0.28758,0.61765,0.20000,0.04618,0.26397,0.36400,-0.16401
combined,0.0,ensemble_variance_gate,6,120,0.36667,0.40367,0.30833,0.15000,0.33333,0.28502,0.61828,0.60000,0.05352,0.29736,0.37252,-0.28364
combined,0.0,ensemble_variance_gate,7,120,0.40000,0.40741,0.27500,0.12500,0.45455,0.28439,0.60620,0.66667,0.05260,0.26874,0.36222,-0.18750
combined,0.0,ensemble_variance_gate,8,120,0.40833,0.40000,0.30000,0.10833,0.57143,0.28095,0.61518,0.50000,0.05243,0.29804,0.36747,-0.18523
combined,0.0,ensemble_variance_gate,9,120,0.41667,0.30909,0.24167,0.11667,0.25000,0.28051,0.62588,0.25000,0.04627,0.26740,0.37371,-0.14830
combined,0.0,mechanics_gap_auditor_v5,0,120,0.55000,0.55224,0.04167,0.16667,0.31818,0.11822,0.34902,0.68000,0.06955,0.09664,0.26334,0.15945
combined,0.0,mechanics_gap_auditor_v5,1,120,0.54167,0.63768,0.06667,0.12500,0.42857,0.11736,0.33642,0.57895,0.06538,0.09924,0.25306,0.19564
combined,0.0,mechanics_gap_auditor_v5,2,120,0.50000,0.59722,0.13333,0.14167,0.45000,0.11645,0.35422,0.65000,0.07047,0.14550,0.26741,0.07571
combined,0.0,mechanics_gap_auditor_v5,3,120,0.59167,0.61765,0.05833,0.16667,0.44444,0.11338,0.33973,0.50000,0.06097,0.10429,0.26074,0.19552
combined,0.0,mechanics_gap_auditor_v5,4,120,0.62500,0.66207,0.08333,0.12500,0.45455,0.11396,0.33064,0.67857,0.07997,0.10512,0.25413,0.26578
combined,0.0,mechanics_gap_auditor_v5,5,120,0.57500,0.62121,0.10000,0.19167,0.34286,0.11614,0.34687,0.76190,0.06605,0.12861,0.26051,0.11428
combined,0.0,mechanics_gap_auditor_v5,6,120,0.58333,0.61765,0.07500,0.13333,0.43478,0.11556,0.34299,0.64706,0.06655,0.10798,0.26006,0.21699
combined,0.0,mechanics_gap_auditor_v5,7,120,0.54167,0.62411,0.11667,0.16667,0.38462,0.11646,0.34787,0.64706,0.06638,0.13898,0.26282,0.09964
combined,0.0,mechanics_gap_auditor_v5,8,120,0.57500,0.68000,0.09167,0.18333,0.26829,0.11334,0.34521,0.69565,0.06988,0.12891,0.27169,0.12755
combined,0.0,mechanics_gap_auditor_v5,9,120,0.57500,0.56738,0.08333,0.17500,0.36585,0.11393,0.35852,0.66667,0.06772,0.12609,0.27069,0.13996
combined,0.0,oracle_mechanics_repair,0,120,0.65000,0.79070,0.05000,0.12500,0.46237,0.09179,0.11949,0.95455,0.09360,0.06787,0.16820,0.37730
combined,0.0,oracle_mechanics_repair,1,120,0.68333,0.69412,0.05000,0.07500,0.50000,0.08944,0.12736,1.00000,0.09510,0.05888,0.16568,0.47450
combined,0.0,oracle_mechanics_repair,2,120,0.69167,0.79365,0.05833,0.08333,0.44444,0.09086,0.12585,1.00000,0.09052,0.07657,0.17738,0.46259
combined,0.0,oracle_mechanics_repair,3,120,0.66667,0.77273,0.05000,0.08333,0.42529,0.09148,0.12792,0.95000,0.08910,0.06855,0.17855,0.44482
combined,0.0,oracle_mechanics_repair,4,120,0.67500,0.74157,0.07500,0.06667,0.50000,0.09119,0.13058,0.93750,0.08560,0.08212,0.17441,0.45701
combined,0.0,oracle_mechanics_repair,5,120,0.72500,0.77011,0.05833,0.06667,0.46591,0.09224,0.12225,0.93750,0.08727,0.06619,0.16716,0.52348
combined,0.0,oracle_mechanics_repair,6,120,0.70000,0.80000,0.02500,0.10000,0.53922,0.09279,0.10764,0.95833,0.09760,0.04234,0.15751,0.48332
combined,0.0,oracle_mechanics_repair,7,120,0.76667,0.75581,0.05000,0.05000,0.50000,0.09290,0.11711,0.93750,0.08860,0.05796,0.16310,0.59444
combined,0.0,oracle_mechanics_repair,8,120,0.64167,0.75824,0.07500,0.11667,0.43820,0.09154,0.13332,1.00000,0.08835,0.09201,0.17970,0.35508
combined,0.0,oracle_mechanics_repair,9,120,0.73333,0.75281,0.00833,0.12500,0.49485,0.08805,0.11890,0.93750,0.08777,0.04255,0.16993,0.49281
combined,0.0,residual_dynamics_repair,0,120,0.51667,0.56198,0.07500,0.23333,0.33333,0.15407,0.41009,0.42857,0.05990,0.12622,0.29066,0.00046
combined,0.0,residual_dynamics_repair,1,120,0.55000,0.49091,0.10000,0.12500,0.22222,0.15348,0.42466,0.57143,0.05590,0.13500,0.29831,0.15121
combined,0.0,residual_dynamics_repair,2,120,0.54167,0.48000,0.13333,0.15000,0.38889,0.15317,0.42369,0.50000,0.06307,0.16150,0.29739,0.08268
combined,0.0,residual_dynamics_repair,3,120,0.50000,0.56452,0.06667,0.20833,0.20000,0.14966,0.40968,0.61538,0.06148,0.12690,0.29560,0.01810
combined,0.0,residual_dynamics_repair,4,120,0.64167,0.46667,0.05000,0.10833,0.39024,0.15299,0.41574,0.66667,0.05290,0.10450,0.29118,0.30339
combined,0.0,residual_dynamics_repair,5,120,0.60833,0.52727,0.08333,0.10833,0.30000,0.15758,0.41232,0.61538,0.06032,0.11613,0.28906,0.24841
combined,0.0,residual_dynamics_repair,6,120,0.51667,0.46429,0.05833,0.18333,0.32353,0.14734,0.42304,0.18182,0.05382,0.12002,0.29480,0.07157
combined,0.0,residual_dynamics_repair,7,120,0.55833,0.52459,0.05000,0.22500,0.19048,0.14768,0.41096,0.62500,0.05490,0.12161,0.29588,0.06722
combined,0.0,residual_dynamics_repair,8,120,0.61667,0.54839,0.10000,0.10000,0.42105,0.15123,0.40995,0.50000,0.05990,0.13218,0.29426,0.25323
combined,0.0,residual_dynamics_repair,9,120,0.45833,0.62121,0.05833,0.20833,0.39474,0.14534,0.40329,0.53846,0.05732,0.11834,0.29017,-0.01285
combined,0.0,robust_mpc_fallback,0,120,0.65833,0.14634,0.03333,0.08333,0.00000,0.22641,0.52172,0.00000,0.03298,0.08350,0.25425,0.34495
combined,0.0,robust_mpc_fallback,1,120,0.70000,0.16867,0.05000,0.02500,1.00000,0.22850,0.51968,0.00000,0.03440,0.07885,0.25112,0.45425
combined,0.0,robust_mpc_fallback,2,120,0.66667,0.15054,0.04167,0.05000,0.00000,0.22153,0.53436,0.00000,0.03423,0.08547,0.26039,0.38638
combined,0.0,robust_mpc_fallback,3,120,0.65833,0.12048,0.05833,0.04167,0.50000,0.22594,0.52532,0.50000,0.03623,0.09446,0.25652,0.37881
combined,0.0,robust_mpc_fallback,4,120,0.64167,0.11765,0.04167,0.05833,0.00000,0.22420,0.53039,0.00000,0.03498,0.08341,0.25719,0.35276
combined,0.0,robust_mpc_fallback,5,120,0.59167,0.07792,0.05833,0.10000,0.00000,0.22686,0.52218,0.50000,0.03557,0.09291,0.25188,0.24101
combined,0.0,robust_mpc_fallback,6,120,0.65833,0.09524,0.03333,0.08333,0.00000,0.22628,0.53233,0.00000,0.03232,0.08346,0.25938,0.34221
combined,0.0,robust_mpc_fallback,7,120,0.66667,0.18824,0.05000,0.04167,1.00000,0.22598,0.52069,0.00000,0.03490,0.08384,0.25232,0.39739
combined,0.0,robust_mpc_fallback,8,120,0.57500,0.15730,0.03333,0.11667,0.00000,0.22204,0.52631,0.50000,0.03307,0.08750,0.25576,0.21684
combined,0.0,robust_mpc_fallback,9,120,0.65833,0.15385,0.06667,0.09167,0.33333,0.22341,0.53073,0.00000,0.03598,0.10398,0.25516,0.30684
combined,0.2,active_probe_then_plan,0,120,0.60833,0.62585,0.07500,0.11667,0.32353,0.11201,0.34208,0.53488,0.07892,0.13472,0.29983,0.24709
combined,0.2,active_probe_then_plan,1,120,0.52500,0.58993,0.03333,0.16667,0.36667,0.11279,0.33920,0.60976,0.07142,0.10328,0.29281,0.13736
combined,0.2,active_probe_then_plan,2,120,0.53333,0.66667,0.03333,0.20000,0.34375,0.10924,0.32972,0.62222,0.07542,0.10576,0.29219,0.10429
combined,0.2,active_probe_then_plan,3,120,0.50000,0.55944,0.07500,0.22500,0.28571,0.11300,0.35025,0.53488,0.07942,0.14087,0.30100,-0.00188
combined,0.2,active_probe_then_plan,4,120,0.50833,0.57971,0.10833,0.20000,0.35135,0.11370,0.34805,0.56818,0.08383,0.15650,0.29439,0.01488
combined,0.2,active_probe_then_plan,5,120,0.48333,0.63014,0.05833,0.22500,0.40476,0.11210,0.32896,0.60417,0.08467,0.11557,0.28532,0.00462
combined,0.2,active_probe_then_plan,6,120,0.53333,0.54015,0.03333,0.29167,0.42500,0.10792,0.33095,0.57143,0.08242,0.10860,0.28062,-0.01416
combined,0.2,active_probe_then_plan,7,120,0.50000,0.65385,0.03333,0.20833,0.56410,0.10940,0.32109,0.71429,0.07208,0.11205,0.28414,0.06119
combined,0.2,active_probe_then_plan,8,120,0.55833,0.64935,0.03333,0.18333,0.35135,0.10438,0.33247,0.50980,0.08242,0.10454,0.29251,0.14766
combined,0.2,active_probe_then_plan,9,120,0.61667,0.61972,0.01667,0.14167,0.38462,0.10952,0.31969,0.61364,0.07750,0.08433,0.27666,0.27982
combined,0.2,conformal_risk_gate,0,120,0.22500,0.20000,0.50000,0.07500,0.00000,0.31930,0.80631,0.00000,0.06512,0.43889,0.39523,-0.53785
combined,0.2,conformal_risk_gate,1,120,0.29167,0.31683,0.48333,0.08333,0.00000,0.31991,0.78683,0.50000,0.06337,0.40284,0.38391,-0.45187
combined,0.2,conformal_risk_gate,2,120,0.25000,0.37736,0.49167,0.06667,0.00000,0.31790,0.78909,0.50000,0.06653,0.42390,0.38508,-0.48757
combined,0.2,conformal_risk_gate,3,120,0.40000,0.18750,0.40000,0.04167,0.50000,0.31284,0.79642,0.00000,0.05978,0.37532,0.38600,-0.24311
combined,0.2,conformal_risk_gate,4,120,0.27500,0.37383,0.47500,0.08333,0.66667,0.31396,0.78290,0.00000,0.06137,0.40552,0.38326,-0.46425
combined,0.2,conformal_risk_gate,5,120,0.35000,0.36538,0.40833,0.07500,0.66667,0.31380,0.78272,0.20000,0.06112,0.37039,0.38338,-0.33290
combined,0.2,conformal_risk_gate,6,120,0.33333,0.29787,0.40833,0.04167,0.00000,0.31655,0.77874,0.00000,0.05803,0.36740,0.37568,-0.30445
combined,0.2,conformal_risk_gate,7,120,0.31667,0.28846,0.43333,0.10833,1.00000,0.31243,0.79251,0.00000,0.05978,0.40076,0.38767,-0.43513
combined,0.2,conformal_risk_gate,8,120,0.29167,0.23529,0.44167,0.04167,0.33333,0.31770,0.79939,0.00000,0.06228,0.39256,0.38797,-0.37958
